"source","action","data_class","target","git_tracked","bytes","reason"
".agents/skills/prompt-engineer/SKILL.md","adapter","internal","runtime/adapters/","no","2505","Platform-specific config or skill source"
".claude/agents/chief-of-staff-business.md","consolidate","internal","agents/roles/","yes","5697","Legacy role source; rewrite provider-neutrally"
".claude/agents/chief-of-staff-personal.md","consolidate","internal","agents/roles/","no","7459","Legacy role source; rewrite provider-neutrally"
".claude/agents/cmo.md","consolidate","internal","agents/roles/","yes","11722","Legacy role source; rewrite provider-neutrally"
".claude/agents/content-producer.md","consolidate","internal","agents/roles/","no","16562","Legacy role source; rewrite provider-neutrally"
".claude/agents/cto.md","consolidate","internal","agents/roles/","yes","6008","Legacy role source; rewrite provider-neutrally"
".claude/agents/customer-experience.md","consolidate","internal","agents/roles/","no","8866","Legacy role source; rewrite provider-neutrally"
".claude/agents/designer.md","consolidate","internal","agents/roles/","no","10977","Legacy role source; rewrite provider-neutrally"
".claude/agents/harness-orchestrator.md","consolidate","internal","agents/roles/","no","4544","Legacy role source; rewrite provider-neutrally"
".claude/agents/sales-specialist.md","consolidate","internal","agents/roles/","no","9768","Legacy role source; rewrite provider-neutrally"
".claude/agents/scout.md","consolidate","internal","agents/roles/","no","10634","Legacy role source; rewrite provider-neutrally"
".claude/agents/security-officer.md","consolidate","internal","agents/roles/","no","2070","Legacy role source; rewrite provider-neutrally"
".claude/agents/side-hustler.md","consolidate","internal","agents/roles/","no","11100","Legacy role source; rewrite provider-neutrally"
".claude/agents/trader-simulator.md","consolidate","internal","agents/roles/","no","8058","Legacy role source; rewrite provider-neutrally"
".claude/agents/traders-hub-engineer.md","consolidate","internal","agents/roles/","yes","14653","Legacy role source; rewrite provider-neutrally"
".claude/rules/communication-style.md","consolidate","internal","governance/","yes","676","Legacy governance source"
".claude/rules/constitution.md","consolidate","internal","governance/","yes","13475","Legacy governance source"
".claude/settings.json","adapter","internal","runtime/adapters/","yes","2","Platform-specific config or skill source"
".claude/skills/prompt-engineer/SKILL.md","adapter","internal","runtime/adapters/","yes","2523","Platform-specific config or skill source"
".codex/agents/chief-of-staff-business.toml","adapter","internal","runtime/adapters/codex/","no","3655","Regenerate from canonical role definition"
".codex/agents/chief-of-staff-personal.toml","adapter","internal","runtime/adapters/codex/","no","7256","Regenerate from canonical role definition"
".codex/agents/cmo.toml","adapter","internal","runtime/adapters/codex/","no","8955","Regenerate from canonical role definition"
".codex/agents/content-producer.toml","adapter","internal","runtime/adapters/codex/","no","14439","Regenerate from canonical role definition"
".codex/agents/cto.toml","adapter","internal","runtime/adapters/codex/","no","5799","Regenerate from canonical role definition"
".codex/agents/customer-experience.toml","adapter","internal","runtime/adapters/codex/","no","7180","Regenerate from canonical role definition"
".codex/agents/designer.toml","adapter","internal","runtime/adapters/codex/","no","7996","Regenerate from canonical role definition"
".codex/agents/sales-specialist.toml","adapter","internal","runtime/adapters/codex/","no","8330","Regenerate from canonical role definition"
".codex/agents/scout.toml","adapter","internal","runtime/adapters/codex/","no","8770","Regenerate from canonical role definition"
".codex/agents/trader-simulator.toml","adapter","internal","runtime/adapters/codex/","no","1453","Regenerate from canonical role definition"
".codex/agents/traders-hub-engineer.toml","adapter","internal","runtime/adapters/codex/","no","12200","Regenerate from canonical role definition"
".DS_Store","delete-review","restricted","","no","8196","OS metadata or temporary lock file"
".gitignore","keep-legacy","public",".gitignore","yes","150","Legacy repository hygiene; v2 has its own policy"
"AGENTS.md","consolidate","internal","AGENTS.md","no","5339","Overlapping entrypoint, roster, or platform guidance"
"archives/.gitkeep","archive","internal","archive/","yes","0","Historical material"
"CLAUDE.local.md","private","private","","no","140","Local-only instructions"
"CLAUDE.md","consolidate","internal","agents/","yes","4729","Overlapping entrypoint, roster, or platform guidance"
"decisions/log.md","migrate","internal","operations/decisions/","yes","2434","Canonical decision history"
"exports/.DS_Store","delete-review","restricted","","no","8196","OS metadata or temporary lock file"
"exports/traders-hub-videos/2026-06-05-discipline-plan-v1.mp4","generated","internal","external-artifact-storage/","no","2206897","Published/deliverable artifact, not canonical knowledge"
"exports/traders-hub-videos/daily-workflow-beta-draft-v1.mp4","generated","internal","external-artifact-storage/","no","1684583","Published/deliverable artifact, not canonical knowledge"
"exports/traders-hub-videos/daily-workflow-beta-draft-v2-fullframe.mp4","generated","internal","external-artifact-storage/","no","1153205","Published/deliverable artifact, not canonical knowledge"
"finance/~$systems-hub-finance-2026.xlsx","delete-review","restricted","","no","165","OS metadata or temporary lock file"
"finance/systems-hub-finance-2026.xlsx","private","private","restricted-finance-store/","no","127793","Raw accounting data requires separate access control"
"projects/product-polish-beta-launch/README.md","consolidate","internal","projects/","yes","301","Legacy project stub; reconcile with project registry and manifest"
"projects/social-media-management/README.md","consolidate","internal","projects/","yes","420","Legacy project stub; reconcile with project registry and manifest"
"projects/trading-assistant/README.md","consolidate","internal","projects/","yes","324","Legacy project stub; reconcile with project registry and manifest"
"projects/trading-edge-refinement/README.md","consolidate","internal","projects/","yes","313","Legacy project stub; reconcile with project registry and manifest"
"references/examples/.gitkeep","migrate","internal","knowledge/references/","yes","0","Reusable reference material"
"references/sops/.gitkeep","migrate","internal","knowledge/references/","yes","0","Reusable reference material"
"TEAM.md","consolidate","internal","agents/","no","14850","Overlapping entrypoint, roster, or platform guidance"
"templates/session-summary.md","migrate","internal","knowledge/shared/templates/","yes","173","Reusable template"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/audio.m4a","generated","restricted","","no","100905319","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/frames/discipline-008.png","generated","restricted","","no","705075","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/frames/discipline-045.png","generated","restricted","","no","729980","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/frames/discipline-075.png","generated","restricted","","no","764898","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/frames/discipline-export-012.png","generated","restricted","","no","418632","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/frames/discipline-export-024.png","generated","restricted","","no","625150","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-000.png","generated","restricted","","no","34273","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-032.png","generated","restricted","","no","34781","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-061.png","generated","restricted","","no","41464","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-103.png","generated","restricted","","no","41144","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-157.png","generated","restricted","","no","40131","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-194.png","generated","restricted","","no","40266","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/overlays/overlay-231.png","generated","restricted","","no","39555","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/traders-hub-discipline-captions.ass","generated","restricted","","no","1592","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/traders-hub-discipline-filter.ffscript","generated","restricted","","no","2379","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/traders-hub-discipline-voiceover.aiff","generated","restricted","","no","1211412","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/traders-hub-discipline-voiceover.txt","generated","restricted","","no","495","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/transcript.md","generated","restricted","","no","53919","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/transcript.srt","generated","restricted","","no","58357","Temporary media or processing output"
"tmp/livestreams/2026-06-05-kewE1JUDc-Q/video-segments/discipline-source.mp4","generated","restricted","","no","11869729","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-10-00.jpg","generated","restricted","","no","67467","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-10-30.jpg","generated","restricted","","no","62368","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-11-00.jpg","generated","restricted","","no","32869","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-12-00.jpg","generated","restricted","","no","70033","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-12-30.jpg","generated","restricted","","no","8992","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-13-00.jpg","generated","restricted","","no","28873","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-13-30.jpg","generated","restricted","","no","29937","Temporary media or processing output"
"tmp/video-review-2026-05-23/00-14-00.jpg","generated","restricted","","no","33523","Temporary media or processing output"
"tmp/video-review-2026-05-23/audio/daily-workflow-vo.aiff","generated","restricted","","no","1259166","Temporary media or processing output"
"tmp/video-review-2026-05-23/audio/daily-workflow-vo.txt","generated","restricted","","no","497","Temporary media or processing output"
"tmp/video-review-2026-05-23/contact-sheet.jpg","generated","restricted","","no","311870","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-00-10_center.jpg","generated","restricted","","no","15633","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-03-50_center.jpg","generated","restricted","","no","31644","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-05-00_center.jpg","generated","restricted","","no","35509","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-07-00_center.jpg","generated","restricted","","no","27846","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-09-20_center.jpg","generated","restricted","","no","44866","Temporary media or processing output"
"tmp/video-review-2026-05-23/crops/00-11-30_center.jpg","generated","restricted","","no","19684","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v1-shot-03.jpg","generated","restricted","","no","49603","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v1-shot-14.jpg","generated","restricted","","no","76938","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v1-shot-24.jpg","generated","restricted","","no","61992","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v2-shot-00-00-03.jpg","generated","restricted","","no","26903","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v2-shot-00-00-14.jpg","generated","restricted","","no","42441","Temporary media or processing output"
"tmp/video-review-2026-05-23/draft-v2-shot-00-00-24.jpg","generated","restricted","","no","44202","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_001.jpg","generated","restricted","","no","30981","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_002.jpg","generated","restricted","","no","64141","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_003.jpg","generated","restricted","","no","65831","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_004.jpg","generated","restricted","","no","63417","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_005.jpg","generated","restricted","","no","118249","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_006.jpg","generated","restricted","","no","121561","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_007.jpg","generated","restricted","","no","75779","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_008.jpg","generated","restricted","","no","51087","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_009.jpg","generated","restricted","","no","142852","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_010.jpg","generated","restricted","","no","58473","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_011.jpg","generated","restricted","","no","95827","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_012.jpg","generated","restricted","","no","46085","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_013.jpg","generated","restricted","","no","9691","Temporary media or processing output"
"tmp/video-review-2026-05-23/frame_014.jpg","generated","restricted","","no","41530","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-00-00.jpg","generated","restricted","","no","33881","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-00-05.jpg","generated","restricted","","no","34785","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-00-15.jpg","generated","restricted","","no","42962","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-00-30.jpg","generated","restricted","","no","26701","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-00-45.jpg","generated","restricted","","no","49212","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-01-00.jpg","generated","restricted","","no","25210","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-01-15.jpg","generated","restricted","","no","24985","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/00-01-35.jpg","generated","restricted","","no","25582","Temporary media or processing output"
"tmp/video-review-2026-05-23/short-review/contact.jpg","generated","restricted","","no","206425","Temporary media or processing output"
"tmp/video-review-2026-05-23/speed-review.mp4","generated","restricted","","no","4717251","Temporary media or processing output"
"tools/.DS_Store","delete-review","restricted","","no","6148","OS metadata or temporary lock file"
"tools/harness/.DS_Store","delete-review","restricted","","no","6148","OS metadata or temporary lock file"
"tools/harness/.env.local","private","secret","","no","235","Credential file; never migrate into model-readable storage"
"tools/harness/daily-recap.mjs","consolidate","internal","runtime/scripts/","no","3698","Legacy runtime script; review and port selectively"
"tools/harness/env.example","consolidate","internal","runtime/scripts/","no","123","Legacy runtime script; review and port selectively"
"tools/harness/get-telegram-chat-id.mjs","consolidate","internal","runtime/scripts/","no","1522","Legacy runtime script; review and port selectively"
"tools/harness/load-env.mjs","consolidate","internal","runtime/scripts/","no","658","Legacy runtime script; review and port selectively"
"tools/harness/project-delivery-gate.mjs","consolidate","internal","runtime/scripts/","no","5590","Legacy runtime script; review and port selectively"
"tools/harness/projects/traders-hub/trader-simulation-batch.mjs","consolidate","internal","runtime/scripts/","no","10895","Legacy runtime script; review and port selectively"
"tools/harness/README.md","consolidate","internal","runtime/scripts/","no","1659","Legacy runtime script; review and port selectively"
"tools/harness/send-telegram.mjs","consolidate","internal","runtime/scripts/","no","1094","Legacy runtime script; review and port selectively"
"tools/harness/trader-simulation-batch.mjs","consolidate","internal","runtime/scripts/","no","294","Legacy runtime script; review and port selectively"
"tools/harness/traders-hub-delivery-gate.mjs","consolidate","internal","runtime/scripts/","no","337","Legacy runtime script; review and port selectively"
"wiki/marco/current-priorities.md","consolidate","private","company/operations/","yes","655","Create minimal business-safe extracts and keep raw personal context restricted"
"wiki/marco/goals.md","private","private","restricted-personal-store/","yes","525","Personal context requires separate access control"
"wiki/marco/operating-model.md","private","private","restricted-personal-store/","yes","943","Personal context requires separate access control"
"wiki/marco/preferences.md","consolidate","private","company/operations/","yes","5539","Create minimal business-safe extracts and keep raw personal context restricted"
"wiki/marco/profile.md","private","private","restricted-personal-store/","yes","488","Personal context requires separate access control"
"wiki/people/.gitkeep","private","private","restricted-relationship-store/","yes","0","Prospect and relationship data"
"wiki/people/prospects.md","private","private","restricted-relationship-store/","no","15612","Prospect and relationship data"
"wiki/playbooks/.gitkeep","consolidate","internal","knowledge/shared/","yes","0","Review for reusable capability knowledge"
"wiki/playbooks/glossary/.gitkeep","consolidate","internal","knowledge/shared/","yes","0","Review for reusable capability knowledge"
"wiki/playbooks/traders-hub-launch-harness.md","consolidate","internal","knowledge/shared/","no","5183","Review for reusable capability knowledge"
"wiki/risks/.gitkeep","migrate","internal","company/operations/risks/","yes","0","Current company risk register"
"wiki/risks/security-and-compliance.md","migrate","internal","company/operations/risks/","yes","2280","Current company risk register"
"wiki/routing/agent-routing.md","consolidate","internal","agents/","yes","3600","Merge routing into canonical registries"
"wiki/routing/org-chart.md","consolidate","internal","agents/","yes","5590","Merge routing into canonical registries"
"wiki/systems-hub/business-dev/.gitkeep","consolidate","internal","company/","yes","0","Company knowledge source"
"wiki/systems-hub/competition/.gitkeep","consolidate","internal","capabilities/research/","yes","0","Market research capability source"
"wiki/systems-hub/competition/competitor-monitor.md","consolidate","internal","capabilities/research/","no","2062","Market research capability source"
"wiki/systems-hub/finance/.gitkeep","consolidate","private","capabilities/finance/","yes","0","Finance process may migrate; raw values remain restricted"
"wiki/systems-hub/finance/finance-capture-playbook.md","consolidate","private","capabilities/finance/","no","2811","Finance process may migrate; raw values remain restricted"
"wiki/systems-hub/finance/side-hustler-revenue.md","consolidate","private","capabilities/finance/","no","4010","Finance process may migrate; raw values remain restricted"
"wiki/systems-hub/launch/traders-hub-2026-q2.md","consolidate","internal","projects/traders-hub/reports/","no","10149","Temporary project launch war room"
"wiki/systems-hub/legal/.gitkeep","consolidate","protected","projects/traders-hub/security/legal/","yes","0","Protected legal/product material"
"wiki/systems-hub/legal/privacy-policy.md","consolidate","protected","projects/traders-hub/security/legal/","no","4924","Protected legal/product material"
"wiki/systems-hub/legal/rls-policies.sql","consolidate","protected","projects/traders-hub/security/legal/","no","2486","Protected legal/product material"
"wiki/systems-hub/legal/terms-of-use.md","consolidate","protected","projects/traders-hub/security/legal/","no","6265","Protected legal/product material"
"wiki/systems-hub/marketing/.gitkeep","consolidate","internal","capabilities/marketing/","yes","0","Marketing or content capability source"
"wiki/systems-hub/marketing/brand-voice.md","consolidate","internal","capabilities/marketing/","no","8096","Marketing or content capability source"
"wiki/systems-hub/marketing/content-performance.md","consolidate","internal","capabilities/marketing/","no","4184","Marketing or content capability source"
"wiki/systems-hub/marketing/hook-library.md","consolidate","internal","capabilities/marketing/","no","2843","Marketing or content capability source"
"wiki/systems-hub/marketing/queue/2026-05-11-x-post-1-launch.md","archive","internal","operations/reports/content/","no","1582","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-12-x-post-2-problem.md","archive","internal","operations/reports/content/","no","1413","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-13-x-post-3-feature-premarket.md","archive","internal","operations/reports/content/","no","2196","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-14-x-post-4-origin.md","archive","internal","operations/reports/content/","no","2164","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-15-x-post-5-insight.md","archive","internal","operations/reports/content/","no","1807","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-18-beta-demo-narrative.md","archive","internal","operations/reports/content/","no","7313","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-18-beta-demo-narrative.pdf","archive","internal","operations/reports/content/","no","16600","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-20-short-video-batch-plan.md","archive","internal","operations/reports/content/","no","9570","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-05-23-platform-footage-edit-plan.md","archive","internal","operations/reports/content/","no","12289","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/queue/2026-06-05-livestream-content-drafts.md","archive","internal","operations/reports/content/","no","5559","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/reports/2026-06-05-livestream-content-brief.md","archive","internal","operations/reports/content/","no","5522","Dated output; not shared capability truth"
"wiki/systems-hub/marketing/social-accounts.md","consolidate","internal","capabilities/marketing/","no","2125","Marketing or content capability source"
"wiki/systems-hub/marketing/visual-system.md","consolidate","internal","capabilities/marketing/","no","3245","Marketing or content capability source"
"wiki/systems-hub/okrs/2026-q2.md","migrate","internal","company/okrs/","yes","1185","Company objectives"
"wiki/systems-hub/operations/.gitkeep","consolidate","internal","company/","yes","0","Company knowledge source"
"wiki/systems-hub/operations/friday-content-proposal-prompt.md","consolidate","internal","company/","no","3873","Company knowledge source"
"wiki/systems-hub/operations/harness/capabilities/capability-registry.md","consolidate","internal","capabilities/","no","1687","Reusable capability source"
"wiki/systems-hub/operations/harness/capabilities/content/integrations.md","consolidate","internal","capabilities/","no","902","Reusable capability source"
"wiki/systems-hub/operations/harness/capabilities/content/livestream-content-extractor.md","consolidate","internal","capabilities/","no","2883","Reusable capability source"
"wiki/systems-hub/operations/harness/capabilities/design/improvement-loop.md","consolidate","internal","capabilities/","no","3313","Reusable capability source"
